Class,CFR-0.141,Dava-3.3.0,Fernflower,JADX-0.9.0,JD-Core-1.0.0,JD-GUI-1.4.1,Jode-1.1.2-pre1,Krakatau,Procyon-0.5.34
commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutImplementation,True,False,False,True,True,True,False,False,True
commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutLongestAxisImplementation,True,False,False,False,False,False,False,False,True
commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutMostPopulatedBoxesImplementation,False,False,False,False,False,False,False,False,True
commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutPalette,True,True,True,True,True,False,True,True,True
commons-imaging/javac/org/apache/commons/imaging/palette/MedianCutQuantizer,True,True,True,True,True,False,True,False,False
commons-imaging/javac/org/apache/commons/imaging/palette/Palette,True,True,True,True,False,True,True,False,True
commons-imaging/javac/org/apache/commons/imaging/palette/PaletteFactory,False,False,False,False,False,False,True,False,False
commons-imaging/javac/org/apache/commons/imaging/palette/QuantizedPalette,True,True,True,True,False,False,True,True,True
commons-imaging/javac/org/apache/commons/imaging/palette/SimplePalette,True,True,True,True,True,True,True,True,True
commons-imaging/javac/org/apache/commons/imaging/util/Debug,True,False,False,True,False,False,True,True,False
commons-imaging/javac/org/apache/commons/imaging/util/IoUtils,True,False,True,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/AnnotationUtils,True,False,False,False,,False,True,False,False
commons-lang/javac/org/apache/commons/lang3/ArchUtils,True,False,True,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/ArrayUtils,False,False,False,False,True,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/BitField,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/BooleanUtils,True,False,True,True,,False,False,True,True
commons-lang/javac/org/apache/commons/lang3/CharEncoding,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/CharRange,True,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/CharSequenceUtils,True,True,True,True,,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/CharSet,True,False,True,True,True,True,False,True,True
commons-lang/javac/org/apache/commons/lang3/CharSetUtils,True,False,False,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/CharUtils,True,False,True,True,False,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/ClassPathUtils,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/ClassUtils,False,False,False,False,False,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/Conversion,True,False,False,True,,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/EnumUtils,False,False,True,False,False,False,False,True,False
commons-lang/javac/org/apache/commons/lang3/Functions,False,False,False,False,True,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/JavaVersion,True,False,False,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/LocaleUtils,True,False,False,False,False,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/NotImplementedException,True,False,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/ObjectUtils,False,False,False,False,False,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/RandomStringUtils,True,False,False,True,False,True,False,True,True
commons-lang/javac/org/apache/commons/lang3/RandomUtils,True,True,True,True,False,False,True,True,True
commons-lang/javac/org/apache/commons/lang3/Range,False,False,False,False,,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/RegExUtils,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/SerializationException,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/SerializationUtils,True,False,False,False,False,False,True,False,False
commons-lang/javac/org/apache/commons/lang3/StringEscapeUtils,False,False,False,False,,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/StringUtils,False,False,False,True,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/SystemUtils,True,True,True,False,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/ThreadUtils,True,False,False,False,,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/Validate,True,False,False,False,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/arch/Processor,True,False,False,False,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/Builder,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/CompareToBuilder,False,False,True,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/Diff,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/DiffBuilder,True,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/DiffResult,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/Diffable,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/builder/EqualsBuilder,True,False,True,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/EqualsExclude,True,False,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/builder/HashCodeBuilder,False,False,True,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/HashCodeExclude,True,False,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/builder/IDKey,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/builder/MultilineRecursiveToStringStyle,True,False,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/builder/RecursiveToStringStyle,True,False,True,True,True,True,False,True,True
commons-lang/javac/org/apache/commons/lang3/builder/ReflectionDiffBuilder,True,False,True,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/ReflectionToStringBuilder,False,False,True,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/StandardToStringStyle,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/builder/ToStringBuilder,True,False,True,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/ToStringExclude,True,False,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/builder/ToStringStyle,True,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/builder/ToStringSummary,True,False,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/AbstractCircuitBreaker,True,False,False,False,False,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/concurrent/AtomicInitializer,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/AtomicSafeInitializer,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/BackgroundInitializer,False,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/BasicThreadFactory,True,False,False,False,False,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/concurrent/CallableBackgroundInitializer,True,True,True,True,True,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/CircuitBreaker,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/CircuitBreakingException,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/Computable,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/ConcurrentException,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/ConcurrentInitializer,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/ConcurrentRuntimeException,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/ConcurrentUtils,False,False,False,False,False,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/ConstantInitializer,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/EventCountCircuitBreaker,True,False,False,False,False,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/LazyInitializer,False,False,True,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/Memoizer,False,False,False,False,False,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/concurrent/MultiBackgroundInitializer,False,False,False,False,False,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/concurrent/ThresholdCircuitBreaker,True,False,False,True,True,True,False,True,True
commons-lang/javac/org/apache/commons/lang3/concurrent/TimedSemaphore,True,False,False,False,False,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/event/EventListenerSupport,False,False,False,False,False,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/event/EventUtils,True,False,False,False,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/exception/CloneFailedException,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/exception/ContextedException,True,False,True,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/exception/ContextedRuntimeException,True,False,True,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/exception/DefaultExceptionContext,True,False,True,True,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/exception/ExceptionContext,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/exception/ExceptionUtils,False,False,False,False,False,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/math/Fraction,True,False,False,True,False,False,False,True,True
commons-lang/javac/org/apache/commons/lang3/math/IEEE754rUtils,True,False,True,True,True,True,False,True,True
commons-lang/javac/org/apache/commons/lang3/math/NumberUtils,False,False,True,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/Mutable,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableBoolean,False,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableByte,False,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableDouble,False,False,False,True,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableFloat,False,False,False,True,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableInt,False,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableLong,False,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableObject,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/mutable/MutableShort,False,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/reflect/ConstructorUtils,False,False,True,False,,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/reflect/FieldUtils,False,False,True,False,,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/reflect/InheritanceUtils,True,True,True,True,,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/reflect/MemberUtils,True,False,False,False,,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/reflect/MethodUtils,False,False,True,False,,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/reflect/TypeLiteral,True,False,True,True,,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/reflect/TypeUtils,False,False,False,False,,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/reflect/Typed,True,False,False,True,,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/CompositeFormat,True,True,True,True,True,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/ExtendedMessageFormat,False,False,False,False,True,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/FormatFactory,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/text/FormattableUtils,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/text/StrBuilder,True,False,False,False,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/StrLookup,True,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/StrMatcher,False,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/StrSubstitutor,True,True,False,False,True,False,True,True,True
commons-lang/javac/org/apache/commons/lang3/text/StrTokenizer,True,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/WordUtils,True,False,True,True,False,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/AggregateTranslator,True,False,True,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/CharSequenceTranslator,True,False,True,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/CodePointTranslator,True,True,True,True,True,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/EntityArrays,True,True,True,False,False,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/text/translate/JavaUnicodeEscaper,True,True,True,True,False,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/LookupTranslator,True,False,True,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/NumericEntityEscaper,True,False,True,True,False,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/NumericEntityUnescaper,True,False,False,False,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/OctalUnescaper,True,True,True,True,True,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/UnicodeEscaper,True,False,True,False,False,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/UnicodeUnescaper,True,True,True,True,True,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/text/translate/UnicodeUnpairedSurrogateRemover,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/time/DateFormatUtils,True,True,True,True,,False,True,True,True
commons-lang/javac/org/apache/commons/lang3/time/DateParser,True,True,True,True,,True,True,False,True
commons-lang/javac/org/apache/commons/lang3/time/DatePrinter,True,False,False,True,,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/time/DateUtils,True,False,False,False,False,False,False,False,False
commons-lang/javac/org/apache/commons/lang3/time/DurationFormatUtils,True,False,False,False,,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/time/FastDateFormat,True,False,False,False,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/time/FastDateParser,False,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/time/FastDatePrinter,False,False,False,False,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/time/FastTimeZone,True,True,True,True,False,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/time/FormatCache,False,False,False,False,True,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/time/GmtTimeZone,True,False,True,True,False,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/time/StopWatch,True,False,False,False,False,False,True,False,True
commons-lang/javac/org/apache/commons/lang3/time/TimeZones,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/tuple/ImmutablePair,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/tuple/ImmutableTriple,True,False,False,True,True,True,False,False,True
commons-lang/javac/org/apache/commons/lang3/tuple/MutablePair,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/tuple/MutableTriple,True,True,True,True,True,True,True,True,True
commons-lang/javac/org/apache/commons/lang3/tuple/Pair,True,False,False,True,False,False,False,False,True
commons-lang/javac/org/apache/commons/lang3/tuple/Triple,True,False,False,True,False,True,False,False,True
dctest/eclipse/org/program/transformation/Casting,True,True,True,True,True,True,True,True,True
dctest/eclipse/org/program/transformation/Fibo,True,True,True,True,True,True,True,True,True
dctest/eclipse/org/program/transformation/Foo,True,True,True,True,True,True,True,True,True
dctest/eclipse/org/program/transformation/Lambda,True,False,False,False,True,False,True,True,False
dctest/eclipse/org/program/transformation/TryFinally,False,False,False,False,False,False,False,False,False
dctest/eclipse/org/program/transformation/Usa,True,False,False,False,True,False,True,False,True
dctest/eclipse/org/program/transformation/sable/Circle,True,True,True,True,True,True,True,True,True
dctest/eclipse/org/program/transformation/sable/Drawable,True,True,True,True,True,True,True,True,True
dctest/eclipse/org/program/transformation/sable/Main,True,False,True,True,True,False,True,True,True
dctest/eclipse/org/program/transformation/sable/Rectangle,True,True,True,True,True,True,True,True,True
dctest/javac/org/program/transformation/Casting,True,True,True,True,True,True,True,True,True
dctest/javac/org/program/transformation/Fibo,True,True,True,True,True,True,True,True,True
dctest/javac/org/program/transformation/Foo,True,True,True,True,True,False,True,True,True
dctest/javac/org/program/transformation/Lambda,True,False,False,False,True,False,True,True,False
dctest/javac/org/program/transformation/TryFinally,True,False,True,False,False,True,True,True,True
dctest/javac/org/program/transformation/Usa,True,False,False,False,True,False,True,False,True
dctest/javac/org/program/transformation/sable/Circle,True,True,True,True,True,True,True,True,True
dctest/javac/org/program/transformation/sable/Drawable,True,True,True,True,True,True,True,True,True
dctest/javac/org/program/transformation/sable/Main,True,False,True,True,True,False,True,True,True
dctest/javac/org/program/transformation/sable/Rectangle,True,True,True,True,True,True,True,True,True
javapoet/eclipse/com/squareup/javawriter/JavaWriter,True,False,False,False,False,False,True,False,True
javapoet/eclipse/com/squareup/javawriter/StringLiteral,True,True,True,True,True,True,True,True,True
javapoet/javac/com/squareup/javawriter/JavaWriter,True,False,False,False,False,False,True,False,True
javapoet/javac/com/squareup/javawriter/StringLiteral,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/Chronology,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/DateMidnight,True,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/DateTime,True,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/DateTimeComparator,False,False,True,False,False,False,True,True,True
joda-time/eclipse/org/joda/time/DateTimeConstants,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/DateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/DateTimeFieldType,False,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/DateTimeUtils,True,False,False,False,False,False,False,False,True
joda-time/eclipse/org/joda/time/DateTimeZone,True,False,False,False,False,False,False,False,False
joda-time/eclipse/org/joda/time/Days,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/Duration,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/DurationField,True,False,False,True,True,True,False,False,True
joda-time/eclipse/org/joda/time/DurationFieldType,False,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/Hours,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/IllegalFieldValueException,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/IllegalInstantException,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/Instant,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/Interval,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/JodaTimePermission,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/LocalDate,True,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/LocalDateTime,False,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/LocalTime,True,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/Minutes,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/MonthDay,True,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/Months,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/MutableDateTime,False,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/MutableInterval,False,False,True,True,True,True,True,False,True
joda-time/eclipse/org/joda/time/MutablePeriod,False,False,True,True,True,True,True,False,True
joda-time/eclipse/org/joda/time/Partial,False,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/Period,True,False,True,True,True,True,True,False,True
joda-time/eclipse/org/joda/time/PeriodType,True,False,True,False,False,False,True,True,False
joda-time/eclipse/org/joda/time/ReadWritableDateTime,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/ReadWritableInstant,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/ReadWritableInterval,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/ReadWritablePeriod,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/ReadableDateTime,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/ReadableDuration,True,False,False,True,True,True,False,False,True
joda-time/eclipse/org/joda/time/ReadableInstant,True,False,False,True,True,True,False,False,True
joda-time/eclipse/org/joda/time/ReadableInterval,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/ReadablePartial,True,False,False,True,True,True,False,False,True
joda-time/eclipse/org/joda/time/ReadablePeriod,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/Seconds,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/TimeOfDay,True,False,False,False,True,False,True,False,True
joda-time/eclipse/org/joda/time/UTCDateTimeZone,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/Weeks,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/YearMonth,True,False,False,False,True,False,True,False,True
joda-time/eclipse/org/joda/time/YearMonthDay,True,False,False,False,True,False,True,False,True
joda-time/eclipse/org/joda/time/Years,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/base/AbstractDateTime,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/base/AbstractDuration,False,False,True,True,True,True,False,False,True
joda-time/eclipse/org/joda/time/base/AbstractInstant,True,False,True,True,True,True,False,False,True
joda-time/eclipse/org/joda/time/base/AbstractInterval,True,True,False,True,True,False,True,True,True
joda-time/eclipse/org/joda/time/base/AbstractPartial,False,False,False,False,True,False,False,False,True
joda-time/eclipse/org/joda/time/base/AbstractPeriod,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/base/BaseDateTime,True,True,True,False,False,True,True,True,True
joda-time/eclipse/org/joda/time/base/BaseDuration,True,True,True,True,False,True,True,True,True
joda-time/eclipse/org/joda/time/base/BaseInterval,True,False,True,True,False,True,True,True,True
joda-time/eclipse/org/joda/time/base/BaseLocal,True,True,True,False,True,True,True,True,True
joda-time/eclipse/org/joda/time/base/BasePartial,True,False,True,True,True,False,True,True,True
joda-time/eclipse/org/joda/time/base/BasePeriod,True,False,False,False,True,False,True,False,True
joda-time/eclipse/org/joda/time/base/BaseSingleFieldPeriod,False,False,False,True,False,True,False,True,True
joda-time/eclipse/org/joda/time/chrono/AssembledChronology,False,False,False,False,False,False,True,False,False
joda-time/eclipse/org/joda/time/chrono/BaseChronology,True,True,True,True,True,True,True,False,True
joda-time/eclipse/org/joda/time/chrono/BasicChronology,True,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/chrono/BasicDayOfMonthDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/BasicDayOfYearDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/BasicFixedMonthChronology,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/BasicGJChronology,True,True,True,True,False,False,True,False,True
joda-time/eclipse/org/joda/time/chrono/BasicMonthOfYearDateTimeField,True,True,True,False,True,False,True,True,True
joda-time/eclipse/org/joda/time/chrono/BasicSingleEraDateTimeField,True,True,True,True,False,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/BasicWeekOfWeekyearDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/BasicWeekyearDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/BasicYearDateTimeField,False,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/BuddhistChronology,True,False,False,True,True,False,True,False,True
joda-time/eclipse/org/joda/time/chrono/CopticChronology,True,False,True,False,False,False,False,False,True
joda-time/eclipse/org/joda/time/chrono/EthiopicChronology,True,False,True,False,False,False,False,False,True
joda-time/eclipse/org/joda/time/chrono/GJCacheKey,True,True,False,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/GJChronology,True,False,False,False,False,False,False,False,False
joda-time/eclipse/org/joda/time/chrono/GJDayOfWeekDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/GJEraDateTimeField,False,True,True,True,False,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/GJLocaleSymbols,True,True,True,True,True,False,True,True,True
joda-time/eclipse/org/joda/time/chrono/GJMonthOfYearDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/GJYearOfEraDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/GregorianChronology,True,False,True,False,False,False,False,False,True
joda-time/eclipse/org/joda/time/chrono/ISOChronology,True,False,False,False,True,False,True,False,True
joda-time/eclipse/org/joda/time/chrono/ISOYearOfEraDateTimeField,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/chrono/IslamicChronology,True,False,False,False,False,False,False,False,True
joda-time/eclipse/org/joda/time/chrono/JulianChronology,True,False,True,True,False,False,False,False,True
joda-time/eclipse/org/joda/time/chrono/LenientChronology,True,False,True,True,True,False,True,False,True
joda-time/eclipse/org/joda/time/chrono/LimitChronology,True,False,False,False,False,False,False,False,False
joda-time/eclipse/org/joda/time/chrono/StrictChronology,True,False,True,True,True,False,True,False,True
joda-time/eclipse/org/joda/time/chrono/ZonedChronology,True,False,False,False,False,False,True,False,False
joda-time/eclipse/org/joda/time/convert/AbstractConverter,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/CalendarConverter,False,False,True,False,True,True,False,True,True
joda-time/eclipse/org/joda/time/convert/Converter,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/ConverterManager,False,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/ConverterSet,True,False,False,False,False,False,True,False,True
joda-time/eclipse/org/joda/time/convert/DateConverter,False,False,True,True,True,True,False,True,True
joda-time/eclipse/org/joda/time/convert/DurationConverter,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/InstantConverter,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/IntervalConverter,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/LongConverter,False,False,True,True,True,True,False,True,False
joda-time/eclipse/org/joda/time/convert/NullConverter,False,False,True,False,False,False,True,True,True
joda-time/eclipse/org/joda/time/convert/PartialConverter,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/PeriodConverter,True,True,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/convert/ReadableDurationConverter,False,False,True,True,True,True,False,True,True
joda-time/eclipse/org/joda/time/convert/ReadableInstantConverter,False,False,True,True,True,True,False,True,True
joda-time/eclipse/org/joda/time/convert/ReadableIntervalConverter,False,False,True,True,True,True,False,True,True
joda-time/eclipse/org/joda/time/convert/ReadablePartialConverter,False,False,True,False,False,False,False,True,True
joda-time/eclipse/org/joda/time/convert/ReadablePeriodConverter,False,False,True,True,True,True,False,True,True
joda-time/eclipse/org/joda/time/convert/StringConverter,False,False,True,True,False,True,False,False,True
joda-time/eclipse/org/joda/time/field/AbstractPartialFieldProperty,False,True,False,False,True,True,True,True,True
joda-time/eclipse/org/joda/time/field/AbstractReadableInstantFieldProperty,False,True,True,False,True,True,True,True,True
joda-time/eclipse/org/joda/time/field/BaseDateTimeField,True,False,True,False,True,True,True,False,True
joda-time/eclipse/org/joda/time/field/BaseDurationField,True,False,True,True,True,True,False,False,True
joda-time/eclipse/org/joda/time/field/DecoratedDateTimeField,True,False,True,True,True,True,True,True,True
joda-time/eclipse/org/joda/time/field/DecoratedDurationField,True,False,True,True,True,True,True,True,True
